序號,圖號,編號,DGNID,UFID,97X座標,97Y座標,型式,所在地區
14867,4161C,24,4161,2265,303407.479,2780291.799,地下式消防栓,台北市北投區永和里
14868,4161C,28,4161,642,303253.548,2780310.396,地下式消防栓,台北市北投區永和里
14869,4161C,3,4161,1673,303451.706,2780326.476,地下式消防栓,台北市北投區永和里
14870,4161C,4,4161,578,303398.1,2780332.398,地下式消防栓,台北市北投區永和里
14871,4161C,5,4161,655,303533.772,2780241.275,地下式消防栓,台北市北投區永和里
14872,4161C,6,4161,861,303280.917,2780149.077,地下式消防栓,台北市北投區永和里
14873,4161C,7,4161,1256,303537.058,2780123.388,地下式消防栓,台北市北投區永和里
14874,4161C,8,4161,2401,303321.394,2780390.749,地下式消防栓,台北市北投區永和里
14875,4161D,1,4161,2087,303478.725,2780508.253,地下式消防栓,台北市北投區永和里
14876,4161D,10,4161,877,303268.256,2780474.616,地下式消防栓,台北市北投區永和里
14877,4161D,12,4161,174,303352.807,2780428.397,地下式消防栓,台北市北投區永和里
14878,4161D,13,4161,1,303299.332,2780433.852,地下式消防栓,台北市北投區永和里
14879,4161D,14,4161,1247,303319.86,2780579.604,地下式消防栓,台北市北投區永和里
14880,4161D,15,4161,2312,303499.92,2780406.997,地下式消防栓,台北市北投區永和里
14881,4161D,16,4161,936,303422.447,2780631.802,地下式消防栓,台北市北投區永和里
14882,4161D,17,4161,1917,303289.44,2780588.958,地下式消防栓,台北市北投區永和里
14883,4161D,2,4161,2049,303429.522,2780446.953,地下式消防栓,台北市北投區永和里
14884,4161D,3,4161,164,303282.587,2780522.455,地下式消防栓,台北市北投區永和里
14885,4161D,4,4161,1820,303257.398,2780433.211,地下式消防栓,台北市北投區永和里
14886,4161D,5,4161,790,303374.034,2780640.849,地下式消防栓,台北市北投區永和里
14887,4161D,6,4161,776,303278.192,2780522.412,地下式消防栓,台北市北投區永和里
14888,4161D,7,4161,62,303421.72,2780591.719,地下式消防栓,台北市北投區永和里
14889,4161D,8,4161,582,303482.878,2780625.466,地下式消防栓,台北市北投區永和里
14890,4161D,9,4161,1251,303299.445,2780615.095,地下式消防栓,台北市北投區永和里
14891,4162C,1,4162,194,303310.88,2780975.575,地下式消防栓,台北市北投區永和里
14892,4162C,2,4162,77,303310.966,2780707.868,地下式消防栓,台北市北投區永和里
14893,4162C,3,4162,6,303305.398,2780979.235,地下式消防栓,台北市北投區永和里
14894,4162C,5,4162,7,303317.564,2780792.743,地下式消防栓,台北市北投區永和里
14895,4162C,6,4162,164,303381.374,2780742.987,地下式消防栓,台北市北投區永和里
14896,4162C,7,4162,232,303313.803,2780915.555,地下式消防栓,台北市北投區永和里
14897,4162D,1,4162,13,303291.919,2781257.789,地下式消防栓,台北市北投區永和里
14898,4162D,2,4162,1,303265.523,2781194.231,地下式消防栓,台北市北投區永和里
14899,4163C,1,4163,88,303262.656,2781365.11,地下式消防栓,台北市北投區永和里
14900,4163C,2,4163,39,303266.987,2781365.355,地下式消防栓,台北市北投區永和里
14901,4163C,4,4163,184,303378.836,2781357.47,地下式消防栓,台北市北投區永和里
14902,4163C,5,4163,205,303226.356,2781410.81,地下式消防栓,台北市北投區永和里
14903,4163C,87,4163,293,303251.817,2781316.756,地下式消防栓,台北市北投區永和里
14904,4163C,88,4163,321,303261.284,2781487.216,地下式消防栓,台北市北投區永和里
14905,4163C,89,4163,322,303344.001,2781513.585,地下式消防栓,台北市北投區永和里
14906,4163C,91,4163,571,303370.528,2781442.712,地下式消防栓,台北市北投區永和里
14907,4163D,1,4163,177,303244.453,2781653.048,地下式消防栓,台北市北投區永和里
14908,3958D,15,3958,2343,301990.921,2778830.506,地下式消防栓,台北市北投區永明里
14909,3958D,21,3958,5082,301949.946,2778758.163,地下式消防栓,台北市北投區永明里
14910,3958D,24,3958,610,301912.541,2778780.706,地下式消防栓,台北市北投區永明里
14911,3958D,27,3958,8278,301838.461,2778849.45,地下式消防栓,台北市北投區永明里
14912,3958D,29,3958,13178,301901.73,2778750.146,地下式消防栓,台北市北投區永明里
14913,3958D,30,3958,3753,301984.153,2778881.494,地下式消防栓,台北市北投區永明里
14914,3958D,8,3958,8670,301947.496,2778678.286,地下式消防栓,台北市北投區永明里
14915,3959B,2,3959,3054,302156.602,2778948.781,地下式消防栓,台北市北投區永明里
14916,3959B,4,3959,277,302116.548,2778970.243,地下式消防栓,台北市北投區永明里
14917,3959B,6,3959,1179,302241.902,2779052.399,地下式消防栓,台北市北投區永明里
14918,3959B,7,3959,889,302047.036,2778955.67,地下式消防栓,台北市北投區永明里
14919,3959B,92,3959,9374,302155.042,2778947.225,地上式消防栓,台北市北投區永明里
14920,3959C,11,3959,3142,301992.973,2778987.545,地下式消防栓,台北市北投區永明里
14921,3959C,12,3959,2885,301884.809,2778943.375,地下式消防栓,台北市北投區永明里
14922,3959C,16,3959,1061,301971.287,2779023.446,地下式消防栓,台北市北投區永明里
14923,3959C,17,3959,2520,301896.165,2778904.02,地下式消防栓,台北市北投區永明里
14924,3959C,26,3959,3121,301807.553,2779044.294,地下式消防栓,台北市北投區永明里
14925,3959C,3,3959,1951,301716.819,2779035.252,地下式消防栓,台北市北投區永明里
14926,3959C,30,3959,9485,301847.103,2779007.197,地上式消防栓,台北市北投區永明里
14927,3959C,31,3959,2926,301822.915,2778928.327,地下式消防栓,台北市北投區永明里
14928,3959C,33,3959,984,301923.385,2778969.03,地下式消防栓,台北市北投區永明里
14929,3959C,7,3959,864,301856.677,2778976.225,地下式消防栓,台北市北投區永明里
14930,3959C,8,3959,2275,301802.778,2778905.245,地下式消防栓,台北市北投區永明里
14931,3959C,9,3959,9492,301792.692,2778935.729,地上式消防栓,台北市北投區永明里
14932,4059A,11,4059,3430,302945.878,2779467.48,地下式消防栓,台北市北投區永欣里
14933,4059A,12,4059,727,302878.595,2779327.479,地下式消防栓,台北市北投區永欣里
14934,4059A,17,4059,3382,302864.315,2779437.776,地下式消防栓,台北市北投區永欣里
14935,4059A,19,4059,3460,302932.25,2779303.255,地下式消防栓,台北市北投區永欣里
14936,4059A,2,4059,3417,302949.697,2779294.667,地下式消防栓,台北市北投區永欣里
14937,4059A,24,4059,4563,302893.764,2779401.171,地下式消防栓,台北市北投區永欣里
14938,4059A,5,4059,1584,302867.249,2779284.604,地下式消防栓,台北市北投區永欣里
14939,4059A,7,4059,2754,302937.224,2779402.68,地下式消防栓,台北市北投區永欣里
14940,4059A,8,4059,2747,302819.556,2779487.773,地下式消防栓,台北市北投區永欣里
14941,4059B,26,4059,2998,302810.551,2779035.226,地下式消防栓,台北市北投區永欣里
14942,4059B,4,4059,4302,302813.978,2779192.095,地下式消防栓,台北市北投區永欣里
14943,4059C,12,4059,2721,302676.281,2779099.69,地上式消防栓,台北市北投區永欣里
14944,4059C,13,4059,3622,302776.212,2779116.537,地下式消防栓,台北市北投區永欣里
14945,4059C,2,4059,2882,302706.808,2779065.88,地下式消防栓,台北市北投區永欣里
14946,4059C,5,4059,106,302718.152,2779194.384,地下式消防栓,台北市北投區永欣里
14947,4059C,97,4059,5769,302665.305,2779103.037,地下式消防栓,台北市北投區永欣里
14948,4059C,98,4059,5847,302509.752,2779031.496,地下式消防栓,台北市北投區永欣里
14949,4059D,10,4059,5010,302788.412,2779424.314,地下式消防栓,台北市北投區永欣里
14950,4059D,2,4059,2512,302779.904,2779358.072,地下式消防栓,台北市北投區永欣里
14951,4059D,3,4059,4922,302751.341,2779452.875,地下式消防栓,台北市北投區永欣里
14952,4059D,6,4059,2028,302730.234,2779299.103,地下式消防栓,台北市北投區永欣里
14953,4059D,7,4059,3441,302629.684,2779456.677,地下式消防栓,台北市北投區永欣里
14954,4059D,9,4059,392,302714.541,2779478.118,地下式消防栓,台北市北投區永欣里
14955,4060B,1,4060,885,302920.682,2779502.962,地下式消防栓,台北市北投區永欣里
14956,4060B,11,4060,766,303141.518,2779608.677,地下式消防栓,台北市北投區永欣里
14957,4060B,13,4060,1238,302980.135,2779558.026,地下式消防栓,台北市北投區永欣里
14958,4060B,15,4060,1428,302813.747,2779504.852,地下式消防栓,台北市北投區永欣里
14959,4060B,17,4060,90,303046.242,2779582.772,地下式消防栓,台北市北投區永欣里
14960,4060B,3,4060,45,303040.445,2779587.913,地下式消防栓,台北市北投區永欣里
14961,4060B,4,4060,382,303025.68,2779584.006,地下式消防栓,台北市北投區永欣里
14962,4060B,5,4060,512,303198.501,2779727.41,地下式消防栓,台北市北投區永欣里
14963,4060B,6,4060,330,303070.042,2779680.826,地下式消防栓,台北市北投區永欣里
14964,4060B,7,4060,267,302868.844,2779556.774,地下式消防栓,台北市北投區永欣里
14965,4060C,1,4060,887,302799.329,2779531.442,地下式消防栓,台北市北投區永欣里
14966,4060C,3,4060,654,302625.797,2779549.621,地下式消防栓,台北市北投區永欣里
14967,4060C,4,4060,1439,302749.361,2779586.548,地下式消防栓,台北市北投區永欣里
14968,4060C,6,4060,519,302720.862,2779529.553,地下式消防栓,台北市北投區永欣里
14969,4060C,7,4060,1538,302688.138,2779576.911,地下式消防栓,台北市北投區永欣里
14970,4060C,8,4060,1198,302663.783,2779520.134,地下式消防栓,台北市北投區永欣里
14971,4160C,114,4160,9643,303214.68,2779630.225,地下式消防栓,台北市北投區永欣里
14972,4160C,115,4160,9622,303364.557,2779705.111,地下式消防栓,台北市北投區永欣里
14973,4160C,116,4160,9619,303366.864,2779740.166,地下式消防栓,台北市北投區永欣里
14974,4160C,117,4160,9633,303329.706,2779652.002,地下式消防栓,台北市北投區永欣里
14975,4160C,20,4160,894,303200.633,2779597.768,地下式消防栓,台北市北投區永欣里
14976,4160C,21,4160,6334,303288.908,2779675.02,地下式消防栓,台北市北投區永欣里
14977,4160C,28,4160,3004,303205.953,2779660.426,地下式消防栓,台北市北投區永欣里
14978,3957A,134,3957,24242,302239.935,2778039.979,地下式消防栓,台北市北投區石牌里
14979,3957A,14,3957,10258,302140.539,2778031.212,地下式消防栓,台北市北投區石牌里
14980,3957A,19,3957,2217,302213.768,2778131.255,地下式消防栓,台北市北投區石牌里
14981,3957A,2,3957,13018,302252.789,2778097.337,地下式消防栓,台北市北投區石牌里
14982,3957A,23,3957,5884,302174.776,2778198.541,地下式消防栓,台北市北投區石牌里
14983,3957A,25,3957,7903,302153.041,2778127.219,地下式消防栓,台北市北投區石牌里
14984,3957A,26,3957,5955,302227.399,2778135.227,地下式消防栓,台北市北投區石牌里
14985,3957A,27,3957,5873,302175.752,2778111.201,地下式消防栓,台北市北投區石牌里
14986,3957A,29,3957,9298,302282.319,2778002.519,地下式消防栓,台北市北投區石牌里
14987,3957A,3,3957,10563,302111.561,2778051.154,地下式消防栓,台北市北投區石牌里
14988,3957A,32,3957,1947,302229.119,2778064.064,地下式消防栓,台北市北投區石牌里
14989,3957A,36,3957,13825,302041.993,2778053.318,地下式消防栓,台北市北投區石牌里
14990,3957A,38,3957,7451,302045.71,2778015.517,地下式消防栓,台北市北投區石牌里
14991,3957A,39,3957,18677,302134.041,2778094.755,地下式消防栓,台北市北投區石牌里
14992,3957A,42,3957,8714,302289.035,2778040.524,地下式消防栓,台北市北投區石牌里
14993,3957A,44,3957,1568,302245.347,2778007.535,地下式消防栓,台北市北投區石牌里
14994,3957A,48,3957,11673,302189.391,2778002.619,地下式消防栓,台北市北投區石牌里
14995,3957A,50,3957,14916,302083.748,2778109.334,地下式消防栓,台北市北投區石牌里
14996,3957A,51,3957,11788,302017.716,2778124.477,地下式消防栓,台北市北投區石牌里
14997,3957A,7,3957,18131,302119.334,2778175.041,地下式消防栓,台北市北投區石牌里
14998,3957B,1,3957,13629,302262.495,2777907.239,地下式消防栓,台北市北投區石牌里
14999,3957B,126,3957,24224,302328.844,2777953.105,地下式消防栓,台北市北投區石牌里
15000,3957B,14,3957,15980,302223.626,2777787.227,地下式消防栓,台北市北投區石牌里
15001,3957B,17,3957,2352,302106.279,2777945.419,地下式消防栓,台北市北投區石牌里
15002,3957B,2,3957,4456,302319.57,2777993.405,地下式消防栓,台北市北投區石牌里
15003,3957B,24,3957,12068,302260.152,2777812.368,地下式消防栓,台北市北投區石牌里
15004,3957B,25,3957,437,302169.044,2777910.253,地下式消防栓,台北市北投區石牌里
15005,3957B,36,3957,12216,302285.308,2777955.007,地下式消防栓,台北市北投區石牌里
15006,3957B,39,3957,7878,302211.543,2777866.484,地下式消防栓,台北市北投區石牌里
15007,3957B,43,3957,10711,302090.186,2777887.885,地下式消防栓,台北市北投區石牌里
15008,3957B,5,3957,3971,302224.916,2777961.948,地下式消防栓,台北市北投區石牌里
15009,3957B,9,3957,3203,302298.451,2777893.564,地下式消防栓,台北市北投區石牌里
15010,3957C,1,3957,18199,301980.54,2777977.275,地下式消防栓,台北市北投區石牌里
15011,3957C,12,3957,15036,301977.598,2777982.259,地下式消防栓,台北市北投區石牌里
15012,3957D,29,3957,8255,301929.333,2778102.089,地下式消防栓,台北市北投區石牌里
15013,3957D,32,3957,16821,301968.919,2778085.769,地下式消防栓,台北市北投區石牌里
15014,3758A,2,3758,272,300799.464,2778868.733,地下式消防栓,台北市北投區立農里
15015,3759B,11,3759,2226,300731.643,2778935.698,地下式消防栓,台北市北投區立農里
15016,3759B,14,3759,979,300601.844,2779055.405,地下式消防栓,台北市北投區立農里
15017,3759B,16,3759,5,300783.757,2778930.326,地下式消防栓,台北市北投區立農里
15018,3759B,18,3759,924,300721.08,2779092.228,地下式消防栓,台北市北投區立農里
15019,3759B,21,3759,4836,300750.54,2778964.273,地上式消防栓,台北市北投區立農里
15020,3759B,22,3759,1100,300681.303,2778982.626,地下式消防栓,台北市北投區立農里
15021,3759B,7,3759,993,300752.883,2779089.439,地下式消防栓,台北市北投區立農里
15022,3759B,9,3759,2625,300769.42,2779145.471,地下式消防栓,台北市北投區立農里
15023,3859B,1,3859,2319,301415.789,2779125.536,地下式消防栓,台北市北投區立農里
15024,3859B,115,3859,11559,301495.411,2779105.341,地下式消防栓,台北市北投區立農里
15025,3859B,116,3859,11929,301466.437,2779037.587,地下式消防栓,台北市北投區立農里
15026,3859B,119,3859,11977,301442.199,2779010.698,地下式消防栓,台北市北投區立農里
15027,3859B,121,3859,12520,301501.794,2778954.863,地下式消防栓,台北市北投區立農里
15028,3859B,122,3859,12528,301507.71,2779056.106,地下式消防栓,台北市北投區立農里
15029,3859B,123,3859,12539,301511.486,2778976.298,地下式消防栓,台北市北投區立農里
15030,3859B,124,3859,13124,301217.133,2779188.331,地下式消防栓,台北市北投區立農里
15031,3859B,125,3859,13115,301209.681,2779100.644,地下式消防栓,台北市北投區立農里
15032,3859B,126,3859,13121,301281.761,2779103.247,地下式消防栓,台北市北投區立農里
15033,3859B,127,3859,13118,301284.229,2779103.668,地下式消防栓,台北市北投區立農里
15034,3859B,132,3859,13192,301247.59,2779014.581,地下式消防栓,台北市北投區立農里
15035,3859B,134,3859,13274,301360.472,2779119.949,地下式消防栓,台北市北投區立農里
15036,3859B,136,3859,14140,301381.576,2779053.986,地下式消防栓,台北市北投區立農里
15037,3859B,15,3859,2401,301290.77,2779181.39,地下式消防栓,台北市北投區立農里
15038,3859B,21,3859,1594,301560.507,2779108.546,地下式消防栓,台北市北投區立農里
15039,3859B,26,3859,1584,301558.435,2779022.451,地下式消防栓,台北市北投區立農里
15040,3859B,32,3859,4038,301200.785,2779199.541,地下式消防栓,台北市北投區立農里
15041,3859B,33,3859,1302,301382.228,2779163.621,地下式消防栓,台北市北投區立農里
15042,3859B,7,3859,178,301468.418,2779147.14,地下式消防栓,台北市北投區立農里
15043,3859B,9,3859,4201,301437.533,2779087.165,地下式消防栓,台北市北投區立農里
15044,3859C,117,3859,13160,301043.757,2779101.829,地下式消防栓,台北市北投區立農里
15045,3859C,118,3859,13085,301155.954,2779104.799,地下式消防栓,台北市北投區立農里
15046,3859C,12,3859,8793,300985.688,2779039.138,地下式消防栓,台北市北投區立農里
15047,3859C,121,3859,13176,301190.435,2779060.125,地下式消防栓,台北市北投區立農里
15048,3859C,126,3859,15025,301068.34,2779047.274,地下式消防栓,台北市北投區立農里
15049,3859C,18,3859,1728,300922.894,2779193.902,地下式消防栓,台北市北投區立農里
15050,3859C,19,3859,5992,301136.229,2779038.036,地下式消防栓,台北市北投區立農里
15051,3859C,2,3859,2130,300980.452,2779199.062,地下式消防栓,台北市北投區立農里
15052,3859C,21,3859,9042,301136.811,2779159.476,地下式消防栓,台北市北投區立農里
15053,3859C,24,3859,9011,300950.537,2779121.362,地下式消防栓,台北市北投區立農里
15054,3859C,26,3859,330,300975.208,2779159.54,地下式消防栓,台北市北投區立農里
15055,3859C,27,3859,3894,301048.924,2779186.521,地下式消防栓,台北市北投區立農里
15056,3859C,3,3859,4374,300952.396,2779120.815,地下式消防栓,台北市北投區立農里
15057,3859C,33,3859,3704,301100.002,2779079.413,地下式消防栓,台北市北投區立農里
15058,3859C,34,3859,7897,301019.181,2778991.363,地下式消防栓,台北市北投區立農里
15059,3859C,7,3859,4391,300833.534,2778944.932,地下式消防栓,台北市北投區立農里
15060,3859C,9,3859,4780,300888.238,2779139.874,地下式消防栓,台北市北投區立農里
15061,3859D,16,3859,2739,301102.97,2779219.641,地下式消防栓,台北市北投區立農里
15062,3859D,4,3859,4601,300962.734,2779248.242,地下式消防栓,台北市北投區立農里
15063,3959C,117,3959,9024,301633.364,2779007.469,地下式消防栓,台北市北投區立農里
15064,3959C,18,3959,1638,301723.473,2778928.336,地下式消防栓,台北市北投區立農里
15065,3959C,4,3959,1395,301670.932,2779007.991,地下式消防栓,台北市北投區立農里
15066,3959C,5,3959,394,301632.649,2779051.288,地下式消防栓,台北市北投區立農里
15067,3757D,3,3757,32,300319.696,2778146.771,地下式消防栓,台北市北投區立賢里
15068,3758B,2,3758,412,300669,2778528.59,地下式消防栓,台北市北投區立賢里
15069,3758B,3,3758,351,300555.545,2778442.083,地下式消防栓,台北市北投區立賢里
15070,3758B,4,3758,40,300460.134,2778357.687,地下式消防栓,台北市北投區立賢里
15071,3758B,6,3758,319,300744.676,2778586.46,地下式消防栓,台北市北投區立賢里
15072,3858A,127,3858,13888,301204.664,2778631.48,地下式消防栓,台北市北投區立賢里
15073,3858B,7,3858,9083,301217.471,2778599.49,地下式消防栓,台北市北投區立賢里
15074,3858C,3,3858,4457,301079.225,2778593.424,地下式消防栓,台北市北投區立賢里
15075,3858C,4,3858,6991,301117.533,2778599.054,地上式消防栓,台北市北投區立賢里
15076,3858C,87,3858,13877,301188.816,2778587.128,地下式消防栓,台北市北投區立賢里
15077,3858C,88,3858,17649,301056.602,2778562.67,地下式消防栓,台北市北投區立賢里
15078,3858D,10,3858,11792,300919.479,2778750.958,地下式消防栓,台北市北投區立賢里
15079,3858D,113,3858,13020,300974.744,2778809.334,地下式消防栓,台北市北投區立賢里
15080,3858D,114,3858,13022,301078.932,2778852.802,地下式消防栓,台北市北投區立賢里
15081,3858D,115,3858,13027,301017.574,2778790.705,地下式消防栓,台北市北投區立賢里
15082,3858D,116,3858,13033,301101.628,2778825.036,地下式消防栓,台北市北投區立賢里
15083,3858D,117,3858,13131,301126.378,2778796.288,地下式消防栓,台北市北投區立賢里
15084,3858D,118,3858,13132,301036.705,2778761.368,地下式消防栓,台北市北投區立賢里
15085,3858D,119,3858,13166,301102.567,2778759.215,地下式消防栓,台北市北投區立賢里
15086,3858D,120,3858,13566,301057.753,2778720.903,地下式消防栓,台北市北投區立賢里
15087,3858D,121,3858,13569,301107.69,2778744.503,地下式消防栓,台北市北投區立賢里
15088,3858D,122,3858,13652,301151.891,2778660.85,地下式消防栓,台北市北投區立賢里
15089,3858D,123,3858,17321,300999.964,2778872.278,地下式消防栓,台北市北投區立賢里
15090,3858D,124,3858,17319,300943.523,2778838.579,地下式消防栓,台北市北投區立賢里
15091,3858D,125,3858,17332,300920.465,2778859.21,地下式消防栓,台北市北投區立賢里
15092,3858D,126,3858,17340,301079.15,2778899.232,地下式消防栓,台北市北投區立賢里
15093,3858D,13,3858,5002,300893.504,2778700.206,地下式消防栓,台北市北投區立賢里
15094,3858D,15,3858,12084,301141.384,2778852.489,地下式消防栓,台北市北投區立賢里
15095,3858D,20,3858,17797,300933.697,2778781.282,地上式消防栓,台北市北投區立賢里
15096,3858D,26,3858,7168,300978.005,2778736.995,地上式消防栓,台北市北投區立賢里
15097,3858D,27,3858,11184,301155.543,2778806.365,地下式消防栓,台北市北投區立賢里
15098,3858D,29,3858,10547,301122.588,2778721.46,地下式消防栓,台北市北投區立賢里
15099,3858D,5,3858,17804,301065.532,2778648.324,地上式消防栓,台北市北投區立賢里
15100,3858D,6,3858,11548,300986.701,2778686.116,地下式消防栓,台北市北投區立賢里
15101,3858D,7,3858,6283,301002.037,2778622.703,地下式消防栓,台北市北投區立賢里
15102,3858D,8,3858,17813,300842.497,2778872.981,地上式消防栓,台北市北投區立賢里
15103,3858D,9,3858,256,300908.507,2778618.236,地下式消防栓,台北市北投區立賢里
15104,3859C,10,3859,2734,301088.318,2778975.348,地下式消防栓,台北市北投區立賢里
15105,3859C,122,3859,14328,301031.213,2778914.974,地下式消防栓,台北市北投區立賢里
15106,3859C,123,3859,14903,301058.874,2778998.784,地下式消防栓,台北市北投區立賢里
15107,3859C,124,3859,14760,300880.351,2778923.6,地下式消防栓,台北市北投區立賢里
15108,3859C,125,3859,14770,301051.56,2778937.227,地下式消防栓,台北市北投區立賢里
15109,3859C,30,3859,6236,300934.863,2778954.181,地下式消防栓,台北市北投區立賢里
15110,3859C,6,3859,4540,300970.871,2778906.784,地下式消防栓,台北市北投區立賢里
15111,3858A,113,3858,12160,301531.554,2778874.505,地下式消防栓,台北市北投區吉利里
15112,3858A,115,3858,12191,301419.551,2778893.337,地下式消防栓,台北市北投區吉利里
15113,3858A,116,3858,12200,301432.901,2778819.938,地下式消防栓,台北市北投區吉利里
15114,3858A,117,3858,12264,301454.82,2778842.855,地下式消防栓,台北市北投區吉利里
15115,3858A,118,3858,12276,301464.276,2778896.942,地下式消防栓,台北市北投區吉利里
15116,3858A,119,3858,12305,301518.225,2778839.816,地下式消防栓,台北市北投區吉利里
15117,3858A,120,3858,12316,301496.598,2778801.863,地下式消防栓,台北市北投區吉利里
15118,3858A,121,3858,12361,301534.613,2778800.71,地下式消防栓,台北市北投區吉利里
15119,3858A,122,3858,12363,301536.302,2778765.63,地下式消防栓,台北市北投區吉利里
15120,3858A,123,3858,12576,301430.862,2778703.487,地下式消防栓,台北市北投區吉利里
15121,3858A,124,3858,12577,301529.153,2778709.605,地下式消防栓,台北市北投區吉利里
15122,3858A,125,3858,12818,301489.175,2778643.764,地下式消防栓,台北市北投區吉利里
15123,3858A,126,3858,12832,301462.817,2778675.506,地下式消防栓,台北市北投區吉利里
15124,3858A,132,3858,15297,301555.653,2778677.458,地下式消防栓,台北市北投區吉利里
15125,3858A,134,3858,15071,301390.399,2778735.663,地下式消防栓,台北市北投區吉利里
15126,3858A,135,3858,15058,301391.355,2778841.274,地下式消防栓,台北市北投區吉利里
15127,3858A,138,3858,15122,301404.882,2778647.868,地下式消防栓,台北市北投區吉利里
15128,3858A,139,3858,15285,301596.465,2778739.758,地下式消防栓,台北市北投區吉利里
15129,3858A,141,3858,15300,301587.822,2778646.355,地下式消防栓,台北市北投區吉利里
15130,3858A,23,3858,4050,301591.85,2778690.549,地下式消防栓,台北市北投區吉利里
15131,3858A,26,3858,3260,301444.488,2778831.002,地下式消防栓,台北市北投區吉利里
15132,3859B,117,3859,11960,301425.5,2778961.758,地下式消防栓,台北市北投區吉利里
15133,3859B,118,3859,11976,301382.418,2778937.463,地下式消防栓,台北市北投區吉利里
15134,3859B,120,3859,12427,301593.291,2778932,地下式消防栓,台北市北投區吉利里
15135,3859B,135,3859,13975,301312.493,2779015.233,地下式消防栓,台北市北投區吉利里
15136,3859B,24,3859,8842,301318.381,2778977.856,地下式消防栓,台北市北投區吉利里
15137,3859B,27,3859,1535,301549.942,2778932.452,地下式消防栓,台北市北投區吉利里
15138,3958C,17,3958,8916,301732.885,2778538.991,地下式消防栓,台北市北投區吉利里
15139,3958D,1,3958,7012,301737.191,2778835.653,地下式消防栓,台北市北投區吉利里
15140,3958D,10,3958,4589,301657.769,2778861.86,地下式消防栓,台北市北投區吉利里
15141,3958D,113,3958,20211,301727.953,2778873.95,地下式消防栓,台北市北投區吉利里
15142,3958D,114,3958,20212,301729.463,2778875.201,地下式消防栓,台北市北投區吉利里
15143,3958D,14,3958,869,301681.557,2778784.026,地下式消防栓,台北市北投區吉利里
15144,3958D,16,3958,385,301607.406,2778834.158,地下式消防栓,台北市北投區吉利里
15145,3958D,22,3958,7267,301860.832,2778711.638,地下式消防栓,台北市北投區吉利里
15146,3958D,28,3958,168,301794.507,2778816.979,地下式消防栓,台北市北投區吉利里
15147,3958D,3,3958,10462,301903.658,2778644.031,地下式消防栓,台北市北投區吉利里
15148,3958D,31,3958,3410,301723.871,2778780.793,地下式消防栓,台北市北投區吉利里
15149,3958D,4,3958,343,301600.339,2778735.894,地下式消防栓,台北市北投區吉利里
15150,3958D,5,3958,22076,301657.219,2778821.481,地上式消防栓,台北市北投區吉利里
15151,3958D,6,3958,3968,301770.363,2778855.316,地下式消防栓,台北市北投區吉利里
15152,3959C,116,3959,9012,301671.01,2778924.138,地下式消防栓,台北市北投區吉利里
15153,3858A,8,3858,6514,301513.506,2778623.858,地下式消防栓,台北市北投區吉慶里
15154,3858B,1,3858,897,301267.566,2778529.739,地下式消防栓,台北市北投區吉慶里
15155,3858B,11,3858,3895,301270.738,2778489.937,地下式消防栓,台北市北投區吉慶里
15156,3858B,112,3858,14574,301479.276,2778570.114,地下式消防栓,台北市北投區吉慶里
15157,3858B,113,3858,16766,301461.098,2778544.792,地下式消防栓,台北市北投區吉慶里
15158,3858B,115,3858,16783,301559.972,2778557.164,地下式消防栓,台北市北投區吉慶里
15159,3858B,116,3858,16786,301493.72,2778537.747,地下式消防栓,台北市北投區吉慶里
15160,3858B,117,3858,17045,301509.022,2778468.679,地下式消防栓,台北市北投區吉慶里
15161,3858B,118,3858,17067,301447.173,2778462.201,地下式消防栓,台北市北投區吉慶里
15162,3858B,119,3858,17075,301501.678,2778502.178,地下式消防栓,台北市北投區吉慶里
15163,3858B,120,3858,17165,301541.079,2778504.939,地下式消防栓,台北市北投區吉慶里
15164,3858B,15,3858,6002,301216.664,2778455.583,地下式消防栓,台北市北投區吉慶里
15165,3858B,16,3858,11337,301270.108,2778402.762,地下式消防栓,台北市北投區吉慶里
15166,3858B,18,3858,7978,301567.243,2778595.68,地下式消防栓,台北市北投區吉慶里
15167,3858B,2,3858,5597,301354.36,2778494.146,地下式消防栓,台北市北投區吉慶里
15168,3858B,21,3858,3006,301351.003,2778452.046,地下式消防栓,台北市北投區吉慶里
15169,3858B,27,3858,6377,301323.808,2778552.9,地下式消防栓,台北市北投區吉慶里
15170,3858B,28,3858,7928,301397.541,2778474.996,地下式消防栓,台北市北投區吉慶里
15171,3858B,29,3858,17768,301256.183,2778461.445,地上式消防栓,台北市北投區吉慶里
15172,3858B,30,3858,9627,301359.636,2778565.853,地下式消防栓,台北市北投區吉慶里
15173,3858B,6,3858,4965,301346.305,2778427.008,地下式消防栓,台北市北投區吉慶里
15174,3858B,8,3858,17775,301287.913,2778434.889,地上式消防栓,台北市北投區吉慶里
15175,3858B,9,3858,17782,301330.308,2778389.392,地上式消防栓,台北市北投區吉慶里
15176,3858C,2,3858,484,301152.127,2778520.402,地下式消防栓,台北市北投區吉慶里
15177,3858C,5,3858,17789,301190.446,2778525.787,地上式消防栓,台北市北投區吉慶里
15178,3958C,137,3958,20685,301623.155,2778538.045,地下式消防栓,台北市北投區吉慶里
15179,3664A,1,3664,3203,299845.637,2782227.242,地下式消防栓,台北市北投區秀山里
